Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41.0,No,Travel_Rarely,447,Research & Development,,3,Life Sciences,1,1814,,Male,85,4,2.0,Healthcare Representative,2,,6870,,3,Y,No,12,3,1,80,0,11,,1,3.0,2,1.0,2
41.0,No,Travel_Rarely,796,Sales,4.0,1,Marketing,1,1815,3.0,Female,81,3,,Sales Executive,3,Divorced,10447,26458.0,0,Y,Yes,13,3,4,80,1,23,3.0,4,,14,13.0,5
,No,Travel_Rarely,1092,Research & Development,10.0,3,Medical,1,1816,1.0,Female,64,3,3.0,Manufacturing Director,3,Single,9667,,9,Y,No,14,3,2,80,0,9,,3,7.0,7,0.0,2
26.0,Yes,Travel_Rarely,920,Human Resources,20.0,2,Medical,1,1818,4.0,Female,69,3,1.0,Human Resources,2,Married,2148,6889.0,0,Y,Yes,11,3,3,80,0,6,,3,,1,,4
,Yes,Travel_Rarely,261,Research & Development,21.0,2,Medical,1,1821,4.0,Female,66,3,,Healthcare Representative,2,Married,8926,10842.0,4,Y,No,22,4,4,80,1,13,,4,9.0,7,3.0,7
,No,Travel_Rarely,1194,Research & Development,1.0,3,Life Sciences,1,1822,3.0,Female,52,3,,Healthcare Representative,4,,6513,,4,Y,No,17,3,4,80,1,12,,3,,3,,3
34.0,No,Travel_Rarely,810,Sales,,2,Technical Degree,1,1823,2.0,Male,92,4,2.0,Sales Executive,3,Married,6799,,1,Y,No,21,4,3,80,2,10,,3,10.0,8,4.0,8
,No,Non-Travel,350,Sales,,3,Medical,1,1824,2.0,Male,52,3,4.0,Manager,2,Divorced,16291,,4,Y,No,22,4,4,80,1,37,0.0,2,,9,,14
35.0,No,Travel_Rarely,185,Research & Development,23.0,4,Medical,1,1826,2.0,Male,91,1,1.0,Laboratory Technician,3,,2705,9696.0,0,Y,No,16,3,2,80,1,6,2.0,4,,4,0.0,3
,No,Travel_Rarely,1001,Research & Development,4.0,3,Life Sciences,1,1827,,Female,92,2,3.0,Manufacturing Director,2,,10333,,8,Y,Yes,12,3,3,80,1,28,,3,22.0,11,14.0,10
,No,Travel_Rarely,750,Research & Development,,3,Life Sciences,1,1829,,Female,47,3,,Healthcare Representative,1,Divorced,4448,10748.0,2,Y,No,12,3,2,80,1,15,3.0,3,7.0,4,,7
,No,Travel_Rarely,431,Research & Development,,4,Medical,1,1830,4.0,Female,68,3,2.0,Research Scientist,4,Married,6854,15696.0,4,Y,No,15,3,2,80,1,14,2.0,2,7.0,1,1.0,7
31.0,No,Travel_Frequently,1125,Sales,7.0,4,Marketing,1,1833,,Female,68,3,3.0,Sales Executive,1,Married,9637,8277.0,2,Y,No,14,3,4,80,2,9,3.0,3,,2,2.0,2
28.0,No,Travel_Rarely,1217,Research & Development,1.0,3,Medical,1,1834,3.0,Female,67,3,,Research Scientist,1,,3591,,1,Y,No,25,4,3,80,1,3,3.0,3,,2,1.0,2
38.0,No,Travel_Rarely,723,Sales,2.0,4,Marketing,1,1835,2.0,Female,77,1,2.0,Sales Representative,4,Married,5405,4244.0,2,Y,Yes,20,4,1,80,2,20,4.0,2,,2,0.0,3
,No,Travel_Rarely,572,Sales,10.0,3,Medical,1,1836,,Male,46,3,,Sales Executive,4,Single,4684,,1,Y,No,13,3,1,80,0,5,4.0,3,5.0,3,1.0,2
,No,Travel_Frequently,1216,Research & Development,,4,Life Sciences,1,1837,,Male,87,3,4.0,Research Director,3,,15787,,2,Y,Yes,14,3,2,80,0,23,,3,2.0,2,,2
,No,Non-Travel,1431,Research & Development,,3,Medical,1,1839,,Female,33,3,,Research Scientist,3,Single,1514,,1,Y,No,16,3,3,80,0,0,,1,,0,,0
31.0,Yes,Travel_Rarely,359,Human Resources,18.0,5,Human Resources,1,1842,4.0,Male,89,4,1.0,Human Resources,1,,2956,21495.0,0,Y,No,17,3,3,80,0,2,4.0,3,,0,,0
,Yes,Travel_Rarely,350,Human Resources,,3,Human Resources,1,1844,1.0,Male,56,2,1.0,Human Resources,1,,2335,,4,Y,Yes,15,3,4,80,3,4,3.0,3,2.0,2,,0
45.0,No,Non-Travel,589,Sales,2.0,4,Life Sciences,1,1845,3.0,Female,67,3,2.0,Sales Executive,3,Married,5154,19665.0,4,Y,No,22,4,2,80,2,10,3.0,4,8.0,7,5.0,7
36.0,No,Travel_Rarely,430,Research & Development,2.0,4,Other,1,1847,4.0,Female,73,3,,Research Scientist,2,,6962,19573.0,4,Y,Yes,22,4,4,80,1,15,,3,,0,0.0,0
43.0,No,Travel_Frequently,1422,Sales,2.0,4,Life Sciences,1,1849,,Male,92,3,,Sales Executive,4,,5675,19246.0,1,Y,No,20,4,3,80,1,7,5.0,3,,7,7.0,7
27.0,No,Travel_Frequently,1297,Research & Development,,2,Life Sciences,1,1850,,Female,53,3,1.0,Laboratory Technician,4,,2379,19826.0,0,Y,Yes,14,3,3,80,0,6,3.0,2,5.0,4,0.0,2
29.0,No,Travel_Frequently,574,Research & Development,,1,Medical,1,1852,4.0,Male,40,3,1.0,Laboratory Technician,4,Married,3812,,1,Y,No,13,3,2,80,0,11,3.0,4,11.0,8,3.0,10
32.0,No,Travel_Frequently,1318,Sales,10.0,4,Marketing,1,1853,4.0,Male,79,3,,Sales Executive,4,Single,4648,,8,Y,No,13,3,3,80,0,4,,4,0.0,0,,0
42.0,No,Non-Travel,355,Research & Development,,4,Technical Degree,1,1854,3.0,Male,38,3,,Research Scientist,3,Married,2936,,3,Y,No,22,4,2,80,2,10,1.0,2,,3,3.0,3
47.0,No,Travel_Rarely,207,Research & Development,9.0,4,Life Sciences,1,1856,2.0,Female,64,3,,Laboratory Technician,3,Single,2105,5411.0,4,Y,No,12,3,3,80,0,7,,3,2.0,2,2.0,0
,No,Travel_Rarely,706,Research & Development,,2,Life Sciences,1,1857,4.0,Male,82,3,,Manufacturing Director,4,,8578,19989.0,3,Y,No,14,3,3,80,1,12,4.0,2,9.0,8,4.0,7
,No,Non-Travel,280,Human Resources,1.0,2,Life Sciences,1,1858,,Male,43,3,,Human Resources,4,Divorced,2706,,1,Y,No,15,3,2,80,1,3,,3,3.0,2,2.0,2
29.0,No,Travel_Rarely,726,Research & Development,29.0,1,Life Sciences,1,1859,4.0,Male,93,1,2.0,Healthcare Representative,3,,6384,,8,Y,No,17,3,4,80,2,11,3.0,3,7.0,0,,6
42.0,No,Travel_Rarely,1142,Research & Development,,3,Life Sciences,1,1860,4.0,Male,81,3,1.0,Laboratory Technician,3,Single,3968,,4,Y,No,13,3,4,80,0,8,,3,0.0,0,,0
32.0,Yes,Travel_Rarely,414,Sales,2.0,4,Marketing,1,1862,3.0,Male,82,2,,Sales Executive,2,Single,9907,,7,Y,Yes,12,3,3,80,0,7,3.0,2,2.0,2,2.0,2
46.0,No,Travel_Rarely,1319,Sales,3.0,3,Technical Degree,1,1863,,Female,45,4,,Sales Executive,1,,13225,7739.0,2,Y,No,12,3,4,80,1,25,5.0,3,,17,2.0,8
,No,Travel_Rarely,728,Sales,23.0,1,Medical,1,1864,2.0,Female,36,2,2.0,Sales Representative,3,,3540,,1,Y,No,21,4,4,80,1,9,5.0,3,,8,,8
,No,Travel_Rarely,352,Human Resources,6.0,1,Medical,1,1865,4.0,Male,87,2,,Human Resources,2,,2804,15434.0,1,Y,No,11,3,4,80,0,1,,3,1.0,0,,0
,No,Travel_Rarely,823,Research & Development,,3,Medical,1,1866,,Female,81,2,,Manager,3,Married,19392,22539.0,7,Y,No,13,3,4,80,0,21,2.0,3,16.0,12,,14
,No,Travel_Rarely,1224,Research & Development,,3,Life Sciences,1,1867,,Male,91,2,,Research Director,2,Married,19665,13583.0,4,Y,No,12,3,4,80,0,29,3.0,3,22.0,10,,9
,Yes,Travel_Frequently,459,Research & Development,,2,Life Sciences,1,1868,4.0,Male,73,2,1.0,Research Scientist,4,,2439,14753.0,1,Y,Yes,24,4,2,80,0,1,3.0,2,,0,1.0,0
,Yes,Travel_Rarely,1254,Sales,10.0,3,Life Sciences,1,1869,3.0,Female,64,3,3.0,Sales Executive,2,,7314,14011.0,5,Y,No,21,4,3,80,3,14,,3,8.0,7,,7
,No,Travel_Frequently,1131,Research & Development,15.0,3,Life Sciences,1,1870,4.0,Female,77,2,1.0,Research Scientist,1,Married,4774,,0,Y,No,19,3,4,80,1,8,,2,,6,7.0,3
39.0,No,Travel_Rarely,835,Research & Development,19.0,4,Other,1,1871,4.0,Male,41,3,,Research Scientist,4,,3902,,8,Y,No,14,3,2,80,3,7,,3,2.0,2,2.0,2
,No,Travel_Rarely,836,Research & Development,2.0,4,Technical Degree,1,1873,,Male,98,2,1.0,Research Scientist,4,,2662,7975.0,8,Y,No,20,4,2,80,1,19,2.0,4,5.0,2,0.0,4
,No,Travel_Rarely,1172,Sales,3.0,3,Medical,1,1875,2.0,Female,78,3,,Sales Representative,2,Married,2856,3692.0,1,Y,No,19,3,4,80,1,1,,3,,0,,0
,Yes,Travel_Rarely,945,Sales,9.0,3,Medical,1,1876,2.0,Male,89,3,1.0,Sales Representative,4,,1081,16019.0,1,Y,No,13,3,3,80,0,1,3.0,2,,0,0.0,0
,Yes,Travel_Rarely,391,Research & Development,,1,Life Sciences,1,1878,,Male,75,3,1.0,Research Scientist,2,Single,2472,26092.0,1,Y,Yes,23,4,1,80,0,1,,3,,0,,0
36.0,No,Travel_Rarely,1266,Sales,10.0,4,Technical Degree,1,1880,2.0,Female,63,2,,Sales Executive,3,Married,5673,,1,Y,Yes,13,3,1,80,1,10,,3,10.0,9,1.0,7
31.0,No,Travel_Rarely,311,Research & Development,20.0,3,Life Sciences,1,1881,,Male,89,3,2.0,Laboratory Technician,3,,4197,18624.0,1,Y,No,11,3,1,80,1,10,,3,10.0,8,0.0,2
34.0,No,Travel_Rarely,1480,Sales,4.0,3,Life Sciences,1,1882,3.0,Male,64,3,,Sales Executive,4,,9713,24444.0,2,Y,Yes,13,3,4,80,3,9,,3,,3,,0
,No,Travel_Rarely,592,Research & Development,,3,Life Sciences,1,1883,4.0,Male,59,3,1.0,Laboratory Technician,1,,2062,19384.0,3,Y,No,14,3,2,80,0,11,,3,3.0,2,1.0,2
,No,Travel_Rarely,783,Research & Development,,4,Medical,1,1885,4.0,Male,78,3,,Research Scientist,1,,4284,13588.0,5,Y,Yes,22,4,3,80,1,16,2.0,3,5.0,3,0.0,4
,No,Travel_Rarely,219,Research & Development,,2,Other,1,1886,4.0,Female,44,2,2.0,Manufacturing Director,2,,4788,,0,Y,Yes,11,3,4,80,0,4,2.0,3,,2,,2
,No,Travel_Rarely,556,Research & Development,25.0,2,Life Sciences,1,1888,,Female,93,2,2.0,Manufacturing Director,4,Married,5906,,0,Y,No,13,3,4,80,2,10,2.0,2,9.0,8,3.0,8
36.0,No,Travel_Frequently,1213,Human Resources,2.0,1,Human Resources,1,1890,,Male,94,2,2.0,Human Resources,4,Single,3886,4223.0,1,Y,No,21,4,4,80,0,10,,2,,1,0.0,8
40.0,No,Travel_Rarely,1137,Research & Development,1.0,4,Life Sciences,1,1892,1.0,Male,98,3,,Manager,1,,16823,18991.0,2,Y,No,11,3,1,80,1,22,3.0,3,,7,,16
26.0,No,Travel_Rarely,482,Research & Development,1.0,2,Life Sciences,1,1893,,Female,90,2,1.0,Research Scientist,3,,2933,,1,Y,Yes,13,3,3,80,1,1,3.0,2,,0,1.0,0
,No,Travel_Rarely,511,Sales,2.0,2,Medical,1,1898,,Female,89,4,2.0,Sales Executive,3,Single,6500,26997.0,0,Y,No,14,3,2,80,0,9,5.0,2,8.0,7,,7
48.0,No,Travel_Frequently,117,Research & Development,,3,Medical,1,1900,4.0,Female,58,3,,Manager,4,Divorced,17174,,3,Y,No,11,3,2,80,1,24,,3,22.0,17,4.0,7
44.0,No,Travel_Rarely,170,Research & Development,1.0,4,Life Sciences,1,1903,,Male,78,4,,Healthcare Representative,1,Married,5033,9364.0,2,Y,No,15,3,4,80,1,10,5.0,3,2.0,0,,2
,Yes,Non-Travel,967,Research & Development,16.0,4,Technical Degree,1,1905,4.0,Male,85,1,,Research Scientist,1,,2307,14460.0,1,Y,Yes,23,4,2,80,1,5,,3,5.0,2,3.0,0
,Yes,Travel_Rarely,1162,Research & Development,,2,Life Sciences,1,1907,1.0,Male,97,3,,Laboratory Technician,4,Single,2587,,1,Y,No,16,3,4,80,0,5,3.0,3,,2,,0
,No,Travel_Rarely,335,Sales,17.0,2,Marketing,1,1908,3.0,Male,33,2,2.0,Sales Executive,2,,5507,,2,Y,No,16,3,3,80,2,12,1.0,1,,2,1.0,3
,No,Travel_Rarely,337,Sales,,3,Marketing,1,1909,3.0,Female,54,3,,Sales Executive,2,,4393,26841.0,5,Y,No,21,4,3,80,1,14,,3,5.0,4,,4
42.0,No,Travel_Rarely,1396,Research & Development,6.0,3,Medical,1,1911,3.0,Male,83,3,3.0,Research Director,1,Married,13348,,9,Y,No,13,3,2,80,1,18,,4,,7,,7
,No,Travel_Rarely,1079,Sales,10.0,2,Medical,1,1912,3.0,Female,86,3,,Sales Executive,4,Divorced,6583,20115.0,2,Y,Yes,11,3,4,80,1,8,2.0,3,,2,,4
,No,Travel_Rarely,735,Sales,3.0,1,Medical,1,1915,4.0,Female,75,2,2.0,Sales Executive,4,Married,8103,16495.0,3,Y,Yes,12,3,3,80,0,9,3.0,2,4.0,2,0.0,1
31.0,No,Travel_Rarely,471,Research & Development,4.0,3,Medical,1,1916,1.0,Female,62,4,,Laboratory Technician,3,Divorced,3978,,8,Y,No,12,3,2,80,1,4,,2,,2,2.0,2
26.0,No,Travel_Frequently,1096,Research & Development,6.0,3,Other,1,1918,,Male,61,4,1.0,Laboratory Technician,4,Married,2544,7102.0,0,Y,No,18,3,1,80,1,8,,3,7.0,7,7.0,7
45.0,No,Travel_Frequently,1297,Research & Development,1.0,4,Medical,1,1922,,Male,44,3,,Healthcare Representative,3,,5399,,4,Y,No,12,3,3,80,0,12,3.0,3,4.0,2,0.0,3
33.0,No,Travel_Rarely,217,Sales,,4,Marketing,1,1924,2.0,Male,43,3,,Sales Executive,3,,5487,10410.0,1,Y,No,14,3,2,80,0,10,2.0,2,10.0,4,0.0,9
28.0,No,Travel_Frequently,783,Sales,,2,Life Sciences,1,1927,,Male,42,2,,Sales Executive,4,Married,6834,19255.0,1,Y,Yes,12,3,3,80,1,7,2.0,3,,7,0.0,7
29.0,Yes,Travel_Frequently,746,Sales,,3,Technical Degree,1,1928,,Male,45,4,1.0,Sales Representative,1,Single,1091,10642.0,1,Y,No,17,3,4,80,0,1,,3,,0,0.0,0
,No,Non-Travel,1251,Sales,21.0,4,Life Sciences,1,1929,,Female,32,1,,Sales Executive,3,,5736,,6,Y,No,19,3,3,80,1,10,,3,,2,1.0,2
27.0,No,Travel_Rarely,1354,Research & Development,2.0,4,Technical Degree,1,1931,2.0,Male,41,3,1.0,Research Scientist,2,Married,2226,,1,Y,No,11,3,3,80,1,6,3.0,2,5.0,3,1.0,2
,No,Travel_Frequently,735,Research & Development,22.0,4,Other,1,1932,,Male,86,2,2.0,Research Scientist,4,Married,5747,26496.0,1,Y,Yes,15,3,2,80,0,16,3.0,3,15.0,10,6.0,11
28.0,Yes,Travel_Rarely,1475,Sales,,2,Marketing,1,1933,4.0,Female,84,3,,Sales Executive,3,,9854,23352.0,3,Y,Yes,11,3,4,80,0,6,0.0,3,2.0,0,,2
,No,Non-Travel,1169,Research & Development,14.0,4,Technical Degree,1,1934,3.0,Male,64,3,2.0,Research Scientist,2,Married,5467,,8,Y,No,18,3,3,80,1,16,,4,8.0,7,,7
56.0,No,Travel_Rarely,1443,Sales,,5,Marketing,1,1935,4.0,Female,89,2,,Sales Executive,1,Married,5380,20328.0,4,Y,No,16,3,3,80,1,6,,3,,0,0.0,0
39.0,No,Travel_Rarely,867,Research & Development,,2,Medical,1,1936,1.0,Male,87,3,2.0,Manufacturing Director,1,Married,5151,,1,Y,No,25,4,4,80,1,10,,3,,0,,9
38.0,No,Travel_Frequently,1394,Research & Development,8.0,3,Medical,1,1937,4.0,Female,58,2,2.0,Research Scientist,2,Divorced,2133,18115.0,1,Y,Yes,16,3,3,80,1,20,3.0,3,20.0,11,0.0,7
58.0,No,Travel_Rarely,605,Sales,,3,Life Sciences,1,1938,,Female,72,3,,Manager,4,Married,17875,,4,Y,Yes,13,3,3,80,1,29,2.0,2,,0,0.0,0
32.0,Yes,Travel_Frequently,238,Research & Development,5.0,2,Life Sciences,1,1939,1.0,Female,47,4,,Research Scientist,3,Single,2432,15318.0,3,Y,Yes,14,3,1,80,0,8,,3,,1,,3
38.0,No,Travel_Rarely,1206,Research & Development,9.0,2,Life Sciences,1,1940,,Male,71,3,,Research Scientist,4,Divorced,4771,14293.0,2,Y,No,19,3,4,80,2,10,,4,,2,,3
49.0,No,Travel_Frequently,1064,Research & Development,2.0,1,Life Sciences,1,1941,,Male,42,3,,Research Director,4,Married,19161,13738.0,3,Y,No,15,3,4,80,0,28,3.0,3,,4,,3
42.0,No,Travel_Rarely,419,Sales,12.0,4,Marketing,1,1943,2.0,Male,77,3,2.0,Sales Executive,4,Divorced,5087,2900.0,3,Y,Yes,12,3,3,80,2,14,4.0,3,0.0,0,,0
,Yes,Travel_Frequently,1337,Human Resources,22.0,3,Human Resources,1,1944,,Female,58,2,1.0,Human Resources,2,Married,2863,,1,Y,No,12,3,1,80,0,1,2.0,3,,0,0.0,0
,No,Travel_Rarely,682,Sales,,4,Medical,1,1945,,Male,71,3,,Sales Executive,1,Married,5561,15975.0,0,Y,No,16,3,4,80,1,6,2.0,1,5.0,3,,4
28.0,No,Non-Travel,1103,Research & Development,16.0,3,Medical,1,1947,3.0,Male,49,3,,Research Scientist,3,,2144,2122.0,1,Y,No,14,3,3,80,0,5,,2,,3,1.0,4
31.0,No,Non-Travel,976,Research & Development,,2,Medical,1,1948,,Male,48,3,,Research Scientist,1,,3065,3995.0,1,Y,Yes,13,3,4,80,1,4,3.0,4,4.0,2,,3
,No,Non-Travel,1351,Research & Development,,4,Life Sciences,1,1949,1.0,Male,66,4,1.0,Laboratory Technician,2,Married,2810,,1,Y,No,22,4,2,80,0,5,,3,5.0,4,0.0,2
34.0,No,Travel_Rarely,937,Sales,,3,Marketing,1,1950,1.0,Male,32,3,,Sales Executive,4,Single,9888,6770.0,1,Y,No,21,4,1,80,0,14,3.0,2,14.0,8,2.0,1
34.0,No,Travel_Rarely,1239,Sales,13.0,4,Medical,1,1951,4.0,Male,39,3,3.0,Sales Executive,3,,8628,,1,Y,No,18,3,3,80,1,9,2.0,2,8.0,7,1.0,1
,No,Travel_Rarely,157,Research & Development,,3,Medical,1,1952,3.0,Male,95,3,1.0,Laboratory Technician,1,Single,2867,,0,Y,No,13,3,4,80,0,8,,2,,7,7.0,6
29.0,No,Travel_Rarely,136,Research & Development,,3,Life Sciences,1,1954,,Male,89,3,2.0,Healthcare Representative,1,Married,5373,6225.0,0,Y,No,12,3,1,80,1,6,,2,,3,0.0,2
32.0,No,Non-Travel,1146,Research & Development,,4,Medical,1,1955,,Female,34,3,2.0,Healthcare Representative,4,,6667,16542.0,5,Y,No,18,3,2,80,1,9,,3,5.0,1,1.0,2
31.0,No,Travel_Frequently,1125,Research & Development,1.0,3,Life Sciences,1,1956,4.0,Male,48,1,,Research Scientist,1,Married,5003,5771.0,1,Y,No,21,4,2,80,0,10,6.0,3,10.0,8,8.0,7
28.0,Yes,Travel_Rarely,1404,Research & Development,17.0,3,Technical Degree,1,1960,,Male,32,2,1.0,Laboratory Technician,4,Divorced,2367,18779.0,5,Y,No,12,3,1,80,1,6,2.0,2,,1,,3
,No,Travel_Rarely,1404,Sales,1.0,3,Life Sciences,1,1961,,Male,59,2,,Sales Representative,1,,2858,11473.0,4,Y,No,14,3,1,80,0,20,,2,,0,0.0,0
35.0,No,Travel_Rarely,1224,Sales,7.0,4,Life Sciences,1,1962,,Female,55,3,2.0,Sales Executive,4,,5204,13586.0,1,Y,Yes,11,3,4,80,0,10,2.0,3,10.0,8,0.0,9
,No,Travel_Rarely,954,Sales,9.0,3,Marketing,1,1965,4.0,Male,44,3,2.0,Sales Executive,4,,4105,,1,Y,No,14,3,1,80,0,7,,3,7.0,7,0.0,7
32.0,No,Travel_Rarely,1373,Research & Development,5.0,4,Life Sciences,1,1966,,Male,56,2,,Manufacturing Director,4,Single,9679,10138.0,8,Y,No,24,4,2,80,0,8,,3,1.0,0,,0
31.0,Yes,Travel_Frequently,754,Sales,26.0,4,Marketing,1,1967,1.0,Male,63,3,2.0,Sales Executive,4,Married,5617,,1,Y,Yes,11,3,3,80,0,10,4.0,3,,7,0.0,8
,Yes,Travel_Rarely,1168,Sales,,4,Life Sciences,1,1968,1.0,Male,66,3,3.0,Sales Executive,1,,10448,,6,Y,Yes,13,3,2,80,0,15,2.0,2,2.0,2,2.0,2
54.0,No,Travel_Rarely,155,Research & Development,,2,Life Sciences,1,1969,1.0,Female,67,3,2.0,Research Scientist,3,Married,2897,,3,Y,No,11,3,3,80,2,9,6.0,2,4.0,3,2.0,3
33.0,No,Travel_Frequently,1303,Research & Development,7.0,2,Life Sciences,1,1970,4.0,Male,36,3,2.0,Healthcare Representative,3,,5968,,1,Y,No,20,4,3,80,3,9,,3,,7,2.0,8
43.0,No,Travel_Rarely,574,Research & Development,,3,Life Sciences,1,1971,1.0,Male,30,3,3.0,Healthcare Representative,3,,7510,16873.0,1,Y,No,17,3,2,80,1,10,,3,,9,,9
,No,Travel_Frequently,1444,Human Resources,,4,Other,1,1972,,Male,88,3,,Human Resources,2,,2991,,0,Y,Yes,11,3,2,80,1,7,2.0,3,6.0,2,,2
,No,Travel_Rarely,189,Human Resources,26.0,4,Human Resources,1,1973,3.0,Male,71,4,5.0,Manager,2,Married,19636,,4,Y,Yes,18,3,1,80,1,35,0.0,3,,9,1.0,4
,No,Travel_Rarely,1276,Research & Development,2.0,1,Medical,1,1974,4.0,Female,59,1,1.0,Laboratory Technician,4,Divorced,1129,17536.0,1,Y,Yes,11,3,3,80,3,1,4.0,3,1.0,0,,0
,No,Travel_Rarely,119,Sales,,4,Marketing,1,1975,,Male,77,3,4.0,Sales Executive,1,Single,13341,25098.0,0,Y,No,12,3,1,80,0,21,3.0,3,20.0,8,,10
42.0,No,Non-Travel,335,Research & Development,23.0,2,Life Sciences,1,1976,4.0,Male,37,2,2.0,Research Scientist,3,Single,4332,14811.0,1,Y,No,12,3,4,80,0,20,2.0,3,20.0,9,3.0,7
31.0,No,Non-Travel,697,Research & Development,10.0,3,Medical,1,1979,3.0,Female,40,3,3.0,Research Director,3,Married,11031,,4,Y,No,20,4,3,80,1,13,2.0,4,11.0,7,4.0,8
54.0,No,Travel_Rarely,157,Research & Development,10.0,3,Medical,1,1980,3.0,Female,77,3,,Manufacturing Director,1,Single,4440,,6,Y,Yes,19,3,4,80,0,9,,3,5.0,2,1.0,4
24.0,No,Travel_Rarely,771,Research & Development,1.0,2,Life Sciences,1,1981,2.0,Male,45,2,2.0,Healthcare Representative,3,,4617,,1,Y,No,12,3,2,80,0,4,2.0,2,,3,1.0,2
,No,Travel_Rarely,571,Research & Development,12.0,2,Other,1,1982,4.0,Male,78,3,,Laboratory Technician,4,,2647,13672.0,1,Y,No,13,3,3,80,0,5,6.0,4,5.0,2,1.0,4
40.0,No,Travel_Frequently,692,Research & Development,,3,Technical Degree,1,1985,,Female,73,3,2.0,Laboratory Technician,3,Married,6323,,1,Y,No,11,3,1,80,1,10,2.0,4,10.0,9,9.0,4
40.0,No,Travel_Rarely,444,Sales,,2,Marketing,1,1986,,Female,92,3,,Sales Executive,2,,5677,4258.0,3,Y,No,14,3,3,80,1,15,,3,11.0,8,,10
25.0,No,Travel_Rarely,309,Human Resources,2.0,3,Human Resources,1,1987,3.0,Female,82,3,1.0,Human Resources,2,Married,2187,,4,Y,No,14,3,3,80,0,6,,3,2.0,0,1.0,2
,No,Travel_Rarely,911,Research & Development,,2,Medical,1,1989,,Male,76,3,1.0,Laboratory Technician,2,Married,3748,4077.0,1,Y,No,13,3,3,80,0,12,,2,12.0,8,1.0,7
25.0,No,Travel_Rarely,977,Research & Development,2.0,1,Other,1,1992,,Male,57,3,1.0,Laboratory Technician,3,Divorced,3977,7298.0,6,Y,Yes,19,3,3,80,1,7,,2,,2,,2
,No,Travel_Rarely,1180,Research & Development,25.0,3,Medical,1,1993,1.0,Male,84,3,3.0,Healthcare Representative,3,Single,8633,,2,Y,No,23,4,2,80,0,25,3.0,3,17.0,14,,11
,No,Non-Travel,1313,Research & Development,1.0,2,Medical,1,1994,2.0,Male,59,2,,Laboratory Technician,3,Divorced,2008,,1,Y,No,12,3,3,80,3,1,2.0,2,,1,0.0,0
38.0,No,Travel_Rarely,1321,Sales,1.0,4,Life Sciences,1,1995,,Male,86,3,2.0,Sales Executive,2,Married,4440,7636.0,0,Y,No,15,3,1,80,2,16,,3,15.0,13,,8
,No,Travel_Rarely,1154,Sales,2.0,2,Life Sciences,1,1996,1.0,Male,54,3,,Sales Representative,3,Married,3067,6393.0,0,Y,No,19,3,3,80,1,3,,3,,2,1.0,2
38.0,No,Travel_Frequently,508,Research & Development,6.0,4,Life Sciences,1,1997,,Male,72,2,2.0,Manufacturing Director,3,,5321,14284.0,2,Y,No,11,3,4,80,1,10,,3,8.0,3,7.0,7
42.0,No,Travel_Rarely,557,Research & Development,18.0,4,Life Sciences,1,1998,4.0,Male,35,3,2.0,Research Scientist,1,Divorced,5410,,6,Y,Yes,17,3,3,80,1,9,,2,,3,,2
41.0,No,Travel_Rarely,642,Research & Development,,3,Life Sciences,1,1999,,Male,76,3,1.0,Research Scientist,4,,2782,21412.0,3,Y,No,22,4,1,80,1,12,3.0,3,,3,,0
,No,Non-Travel,1162,Research & Development,,1,Medical,1,2000,3.0,Female,98,3,,Research Director,2,Married,11957,,0,Y,No,18,3,1,80,2,14,,1,13.0,8,,12
35.0,No,Travel_Rarely,1490,Research & Development,11.0,4,Medical,1,2003,,Male,43,3,1.0,Laboratory Technician,3,Married,2660,20232.0,7,Y,Yes,11,3,3,80,1,5,3.0,3,,2,2.0,2
,No,Travel_Rarely,581,Research & Development,1.0,2,Life Sciences,1,2007,,Male,63,3,1.0,Research Scientist,3,Single,3375,17624.0,0,Y,No,12,3,4,80,0,4,2.0,4,3.0,2,1.0,2
,No,Travel_Rarely,1395,Research & Development,9.0,4,Medical,1,2008,,Male,48,3,,Research Scientist,3,Single,5098,18698.0,1,Y,No,19,3,2,80,0,10,5.0,3,10.0,7,,8
33.0,No,Travel_Rarely,501,Research & Development,15.0,2,Medical,1,2009,2.0,Female,95,3,2.0,Healthcare Representative,4,,4878,,0,Y,Yes,13,3,1,80,1,10,,3,9.0,7,8.0,1
32.0,No,Travel_Rarely,267,Research & Development,,4,Life Sciences,1,2010,3.0,Female,49,2,1.0,Laboratory Technician,2,Single,2837,15919.0,1,Y,No,13,3,3,80,0,6,3.0,3,6.0,2,4.0,1
40.0,No,Travel_Rarely,543,Research & Development,1.0,4,Life Sciences,1,2012,1.0,Male,83,3,1.0,Laboratory Technician,4,Married,2406,4060.0,8,Y,No,19,3,3,80,2,8,3.0,2,,0,,0
32.0,No,Travel_Rarely,234,Sales,,4,Medical,1,2013,2.0,Male,68,2,1.0,Sales Representative,2,Married,2269,,0,Y,No,14,3,2,80,1,3,,3,2.0,2,,2
